ID_2,NAME_2,mean_hw_risk_pop_weighted,mean_w_risk_pop_weighted,severe_covid_risk,severe_covid_risk_improved_1,severe_covid_risk_improved_2
1,Bulawayo,0.24927063865648702,0.127704620287209,0.107426660770975,0.10714762537472401,0.0981126702484289
2,Harare,0.47757553705943606,0.519639456969702,0.113242942363759,0.108830514550446,0.0994221168438715
3,Buhera,0.47930205497008205,0.761762098032377,0.0996532258878094,0.0947801479704731,0.0851864541166001
4,Chimanimani,0.416259913063598,0.7308253078920179,0.10314806519956801,0.09885959162583198,0.0889794972152855
5,Chipinge,0.461101896298722,0.81584448076274,0.10800005055747099,0.10257447524018799,0.0903313689877462
6,Makoni,0.37393876154022404,0.644601343478814,0.10501041836464699,0.100503174261809,0.08908835145448402
7,Mutare,0.402190236258061,0.5585037010566241,0.104623549471313,0.10076002121082699,0.0910256228857794
8,Mutasa,0.371843545659067,0.585402243267939,0.10989046871314999,0.104863975982666,0.0910159179852178
9,Nyanga,0.356859049460505,0.77980315995235,0.10449311009283699,0.0998478767035298,0.087575875959587
10,Bindura,0.310974937594879,0.648852753352197,0.10924038114477198,0.106007349222857,0.0935777541521554
11,Centenary,0.330781985338809,0.9335105081777539,0.110377710523303,0.10615110464306401,0.0927897744395059
12,Guruve,0.374195646685059,0.9407297208459441,0.112429114800024,0.10744030940023402,0.0939063178851723
13,Mazowe,0.36568659355448,0.728127134447052,0.105667805600085,0.10222705633457901,0.0916080236813676
14,Mount Darwin,0.32976971239171604,0.955606082280145,0.102879418169572,0.099023829309684,0.0878941227981547
15,Rushinga,0.37975724492588603,0.977336645290422,0.10699266322211999,0.101579087226687,0.08745411511322299
16,Shamva,0.328171926010428,0.8571300333118449,0.10348349408446601,0.0999180593634618,0.0884353965971237
17,Chikomba,0.415118161252988,0.67742441299536,0.0973554065534604,0.0936761579330341,0.0861317713502905
18,Goromonzi,0.508362635014499,0.7695349449525469,0.10702061983968199,0.10220707168422001,0.0928228876989391
19,Marondera,0.37252247651888704,0.5959442229990739,0.113638242409836,0.109460099860512,0.0974040867804752
20,Mudzi,0.40837745912066103,0.876887325845612,0.109614477757739,0.10446885418003,0.0915401034460131
21,Murehwa,0.36733915735335604,0.69733439391691,0.10943904757106401,0.104578839663056,0.0919066194462917
22,Mutoko,0.375018149490067,0.7289316646006779,0.103246582984937,0.0988315651245554,0.0878546743665562
23,Seke,0.514128515176562,0.731312101498482,0.10233873118523,0.0979605255985983,0.0904748747681798
24,UMP,0.363192686427092,0.8524276717419308,0.10681670929969801,0.101847468758886,0.0887103340362274
25,Wedza,0.412394094843603,0.7314047110140459,0.0997578571700219,0.09564008742213,0.0866186196235517
26,Chegutu,0.350243026314136,0.630356837448442,0.105272118520387,0.10266795500564,0.0926781992833058
27,Hurungwe,0.272154940364872,0.9016342924897539,0.109547192560497,0.107856387455825,0.0922625511345655
28,Kadoma,0.28658125051086897,0.663057896179925,0.105898507336547,0.10461921110259699,0.0934404977551205
29,Kariba,0.34475897681171497,0.6957737709327411,0.113327073444208,0.11023968341431901,0.0959310785510791
30,Makonde,0.321136079010847,0.664654366790562,0.119295800202219,0.11568115518405199,0.10000951021465199
31,Zvimba,0.42134860798998797,0.677798741292287,0.1092375015147,0.104517036159636,0.0927212319708247
32,Bikita,0.5478131599216379,0.856273554932333,0.102639178613812,0.0971200316288597,0.0876016044569183
33,Chiredzi,0.5454005501046401,0.7265068017774029,0.106664908274202,0.10104167437148201,0.0912167928898122
34,Chivi,0.627550310819755,0.927938986673833,0.10315995697127803,0.0958067886956664,0.0863989786448032
35,Gutu,0.476851240082753,0.750024070090483,0.0981023816315445,0.0935725592873993,0.0845863480608766
36,Masvingo,0.483714401018555,0.7328886508980401,0.10568830804369,0.100995960201391,0.0917129781090137
37,Mwenezi,0.5620332417847249,0.8224470535271451,0.101688261717456,0.0958242869758183,0.0874743990222646
38,Zaka,0.530775529128998,0.913037696323355,0.107409097522905,0.10130496528196199,0.0889097312054599
39,Binga,0.655349597428168,0.933704031766908,0.100186188282477,0.0916878902209848,0.082084572429373
40,Bubi,0.44946667792748896,0.823827795897295,0.10149740310508198,0.0976438828954699,0.0902727214457013
41,Hwange,0.36845240677044605,0.667519183154781,0.0976244701031071,0.0951887500625335,0.0881203126909539
42,Lupane,0.6288892870712149,0.9319772659665699,0.10740340696025301,0.100180872596415,0.0906388828366044
43,Nkayi,0.5219116351533689,0.932872202792182,0.0919128898941856,0.0877971404548419,0.0811157906421933
44,Tsholotsho,0.503246749004239,0.9438735850062421,0.0984663098629913,0.0942337396309469,0.0869515236638146
45,Umguza,0.38482803282216205,0.623739361542415,0.103003423647011,0.0991211282841194,0.0900976149338658
46,Beitbridge,0.48046827698568895,0.6415100879769841,0.10547279531424199,0.102455385718126,0.0973928198220756
47,Bulilima (North),0.408203176780575,0.8601021217435741,0.100783866366673,0.0972195412011449,0.0899483375064746
48,Gwanda,0.568119448131262,0.8873573801025579,0.10120298257769,0.0968419379469902,0.0905958359575874
49,Insiza,0.58309982411993,0.9403330670703341,0.0968458929774408,0.0926088824355227,0.086970033529866
50,Mangwe (South),0.3922446823368929,0.7581735375982709,0.102699069498123,0.0997877218850959,0.0936598709466682
51,Matobo,0.45269929983125395,0.8281344382117329,0.0973070739180755,0.0941721781692039,0.0883298324050698
52,Umzingwane,0.47100630726713,0.939596060526607,0.101229697511906,0.0971559687831847,0.0893464803831934
53,Chirumhanzu,0.49775761629109494,0.6804029741492701,0.0985300458141999,0.0939518763488903,0.08567729193193299
54,Gokwe North,0.613240830387723,0.97994473276596,0.112077246006402,0.102551184151609,0.0885070368941029
55,Gokwe South,0.623923563218156,0.9291027625623148,0.102154477981811,0.0945591943660028,0.0848417691094342
56,Gweru,0.432551069522351,0.482301229265901,0.10797226351434198,0.10420294896181001,0.0961864010325983
57,Kwekwe,0.398070637755204,0.487197505124617,0.10118419428737101,0.0978838145364362,0.0906179572937718
58,Mberengwa,0.6921658819788019,0.959139370393751,0.10181157896094199,0.0938650635168609,0.08612501490183501
59,Shurugwi,0.5396112034783661,0.7982143854888292,0.109497815799791,0.10385932569029302,0.0936987397652437
60,Zvishavane,0.683530889543169,0.828817022902625,0.10907792719101599,0.102048617492812,0.0947312551129761
